dtime,wave
2019-07-01 11:00:08,study
2019-07-01 11:00:12,study
2019-07-01 11:00:16,task
2019-07-01 11:00:20,task
2019-07-01 11:00:24,is_task
2019-07-01 11:00:28,task
2019-07-01 11:00:32,is_survey
2019-07-01 11:00:36,is_task
2019-07-01 11:00:40,is_study
2019-07-01 11:00:44,is_study
2019-07-01 11:00:48,study
2019-07-01 11:00:53,task
2019-07-01 11:00:56,is_task
2019-07-01 11:01:00,study
2019-07-01 11:01:04,survey
2019-07-01 11:01:08,task
2019-07-01 11:01:12,survey
2019-07-01 11:01:16,is_task
2019-07-01 11:01:20,task
2019-07-01 11:01:24,study
2019-07-01 11:01:28,study
2019-07-01 11:01:32,survey
2019-07-01 11:01:36,is_task
2019-07-01 11:01:40,study
2019-07-01 11:01:44,task
2019-07-01 11:01:48,study
2019-07-01 11:01:52,study
2019-07-01 11:01:56,is_task
2019-07-01 11:02:00,task
2019-07-01 11:02:04,study
2019-07-01 11:02:08,study
2019-07-01 11:02:12,study
2019-07-01 11:02:16,study
2019-07-01 11:02:20,task
2019-07-01 11:02:24,is_task
2019-07-01 11:02:28,study
2019-07-01 11:02:32,is_task
2019-07-01 11:02:36,task
2019-07-01 11:02:40,survey
2019-07-01 11:02:44,survey
2019-07-01 11:02:48,is_survey
2019-07-01 11:02:52,study
2019-07-01 11:02:56,is_task
2019-07-01 11:03:00,survey
2019-07-01 11:03:04,task
2019-07-01 11:03:08,is_survey
2019-07-01 11:03:12,is_task
2019-07-01 11:03:16,survey
2019-07-01 11:03:20,task
2019-07-01 11:03:24,task
2019-07-01 11:03:28,task
2019-07-01 11:03:32,study
2019-07-01 11:03:36,study
2019-07-01 11:03:40,study
2019-07-01 11:03:44,is_survey
2019-07-01 11:03:48,study
2019-07-01 11:03:53,is_task
2019-07-01 11:03:56,is_study
2019-07-01 11:04:00,study
2019-07-01 11:04:04,survey
2019-07-01 11:04:08,is_study
2019-07-01 11:04:12,survey
2019-07-01 11:04:16,task
2019-07-01 11:04:20,is_task
2019-07-01 11:04:24,study
2019-07-01 11:04:28,task
2019-07-01 11:04:32,is_task
2019-07-01 11:04:36,study
2019-07-01 11:04:42,survey
2019-07-01 11:04:46,survey
2019-07-01 11:04:50,task
2019-07-01 11:04:54,task
2019-07-01 11:04:56,is_study
2019-07-01 11:05:00,is_task
2019-07-01 11:05:04,study
2019-07-01 11:05:08,study
2019-07-01 11:05:12,task
2019-07-01 11:05:16,task
2019-07-01 11:05:20,study
2019-07-01 11:05:25,study
2019-07-01 11:05:29,task
2019-07-01 11:05:32,task
2019-07-01 11:05:36,survey
2019-07-01 11:05:40,survey
2019-07-01 11:05:44,survey
2019-07-01 11:05:48,task
2019-07-01 11:05:52,is_task
2019-07-01 11:05:56,is_task
2019-07-01 11:06:00,task
2019-07-01 11:06:04,task
2019-07-01 11:06:08,is_survey
2019-07-01 11:06:12,is_study
2019-07-01 11:06:16,task
2019-07-01 11:06:20,task
2019-07-01 11:06:24,task
2019-07-01 11:06:28,task
2019-07-01 11:06:32,task
2019-07-01 11:06:37,is_task
2019-07-01 11:06:40,study
2019-07-01 11:06:44,is_survey
2019-07-01 11:06:48,task
2019-07-01 11:06:52,study
2019-07-01 11:06:56,task
2019-07-01 11:07:00,study
2019-07-01 11:07:04,task
2019-07-01 11:07:08,task
2019-07-01 11:07:12,survey
2019-07-01 11:07:16,study
2019-07-01 11:07:20,is_task
2019-07-01 11:07:24,survey
2019-07-01 11:07:28,is_survey
2019-07-01 11:07:32,is_study
2019-07-01 11:07:36,survey
2019-07-01 11:07:40,survey
2019-07-01 11:07:44,is_study
2019-07-01 11:07:48,task
2019-07-01 11:07:52,is_task
2019-07-01 11:07:56,task
2019-07-01 11:08:00,is_study
2019-07-01 11:08:04,task
2019-07-01 11:08:08,study
2019-07-01 11:08:12,is_task
2019-07-01 11:08:16,study
2019-07-01 11:08:20,is_survey
2019-07-01 11:08:24,survey
2019-07-01 11:08:28,is_task
2019-07-01 11:08:32,study
2019-07-01 11:08:36,task
2019-07-01 11:08:40,study
2019-07-01 11:08:44,study
2019-07-01 11:08:48,survey
2019-07-01 11:08:52,task
2019-07-01 11:08:56,is_survey
2019-07-01 11:09:01,task
2019-07-01 11:09:04,survey
2019-07-01 11:09:08,survey
2019-07-01 11:09:12,task
2019-07-01 11:09:16,task
2019-07-01 11:09:20,study
2019-07-01 11:09:24,task
2019-07-01 11:09:28,study
2019-07-01 11:09:32,survey
2019-07-01 11:09:36,is_task
2019-07-01 11:09:40,study
2019-07-01 11:09:44,study
2019-07-01 11:09:48,study
2019-07-01 11:09:52,study
2019-07-01 11:09:56,task
2019-07-01 11:10:00,study
2019-07-01 11:10:04,is_survey
2019-07-01 11:10:08,survey
2019-07-01 11:10:12,is_task
2019-07-01 11:10:16,task
2019-07-01 11:10:20,task
2019-07-01 11:10:24,is_study
2019-07-01 11:10:29,is_study
2019-07-01 11:10:32,task
2019-07-01 11:10:40,study
2019-07-01 11:10:44,is_task
2019-07-01 11:10:49,is_task
2019-07-01 11:10:52,survey
2019-07-01 11:10:56,task
2019-07-01 11:11:01,task
2019-07-01 11:11:05,survey
2019-07-01 11:11:08,study
2019-07-01 11:11:12,task
2019-07-01 11:11:16,task
2019-07-01 11:11:20,study
2019-07-01 11:11:24,is_task
2019-07-01 11:11:28,task
2019-07-01 11:11:32,is_study
2019-07-01 11:11:36,survey
2019-07-01 11:11:40,task
2019-07-01 11:11:44,survey
2019-07-01 11:11:48,task
2019-07-01 11:11:53,is_task
2019-07-01 11:11:56,task
2019-07-01 11:12:00,is_survey
2019-07-01 11:12:04,survey
2019-07-01 11:12:08,is_study
2019-07-01 11:12:12,study
2019-07-01 11:12:16,is_task
2019-07-01 11:12:20,is_task
2019-07-01 11:12:24,task
2019-07-01 11:12:29,task
2019-07-01 11:12:32,is_task
2019-07-01 11:12:36,survey
2019-07-01 11:12:40,task
2019-07-01 11:12:44,is_survey
2019-07-01 11:12:48,study
2019-07-01 11:12:52,is_survey
2019-07-01 11:12:56,task
2019-07-01 11:13:00,survey
2019-07-01 11:13:04,task
2019-07-01 11:13:09,task
2019-07-01 11:13:12,task
2019-07-01 11:13:16,task
2019-07-01 11:13:20,survey
2019-07-01 11:13:24,study
2019-07-01 11:13:28,is_task
2019-07-01 11:13:32,survey
2019-07-01 11:13:37,study
2019-07-01 11:13:40,survey
2019-07-01 11:13:44,is_task
2019-07-01 11:13:48,is_task
2019-07-01 11:13:52,task
2019-07-01 11:13:56,is_survey
2019-07-01 11:14:00,study
2019-07-01 11:14:04,is_task
2019-07-01 11:14:08,task
2019-07-01 11:14:12,task
2019-07-01 11:14:16,task
2019-07-01 11:14:20,study
2019-07-01 11:14:24,task
2019-07-01 11:14:28,study
2019-07-01 11:14:32,study
2019-07-01 11:14:36,is_survey
2019-07-01 11:14:40,is_survey
2019-07-01 11:14:44,is_task
2019-07-01 11:14:48,survey
2019-07-01 11:14:52,study
2019-07-01 11:14:56,task
2019-07-01 11:15:00,survey
2019-07-01 11:15:04,task
2019-07-01 11:15:08,survey
2019-07-01 11:15:12,survey
2019-07-01 11:15:16,is_task
2019-07-01 11:15:20,is_study
2019-07-01 11:15:24,study
2019-07-01 11:15:28,is_study
2019-07-01 11:15:32,is_task
2019-07-01 11:15:36,task
2019-07-01 11:15:40,is_task
2019-07-01 11:15:44,study
2019-07-01 11:15:48,task
2019-07-01 11:15:52,task
2019-07-01 11:15:56,is_study
2019-07-01 11:16:00,survey
2019-07-01 11:16:04,is_survey
2019-07-01 11:16:08,task
2019-07-01 11:16:12,is_task
2019-07-01 11:16:16,task
2019-07-01 11:16:20,is_study
2019-07-01 11:16:24,task
2019-07-01 11:16:28,task
2019-07-01 11:16:32,is_task
2019-07-01 11:16:36,study
2019-07-01 11:16:40,is_study
2019-07-01 11:16:44,is_task
2019-07-01 11:16:48,survey
2019-07-01 11:16:52,study
2019-07-01 11:16:56,is_task
2019-07-01 11:17:00,is_task
2019-07-01 11:17:04,is_task
2019-07-01 11:17:08,task
2019-07-01 11:17:12,task
2019-07-01 11:17:16,study
2019-07-01 11:17:20,is_survey
2019-07-01 11:17:24,survey
2019-07-01 11:17:28,survey
2019-07-01 11:17:32,survey
2019-07-01 11:17:36,task
2019-07-01 11:17:40,study
2019-07-01 11:17:44,is_survey
2019-07-01 11:17:48,survey
2019-07-01 11:17:52,is_task
2019-07-01 11:17:56,survey
2019-07-01 11:18:00,is_task
2019-07-01 11:18:04,study
2019-07-01 11:18:08,is_task
2019-07-01 11:18:12,is_task
2019-07-01 11:18:16,is_task
2019-07-01 11:18:20,survey
2019-07-01 11:18:24,is_task
2019-07-01 11:18:28,study
2019-07-01 11:18:32,task
2019-07-01 11:18:36,survey
2019-07-01 11:18:40,task
2019-07-01 11:18:44,study
2019-07-01 11:18:49,survey
2019-07-01 11:18:52,study
2019-07-01 11:18:56,task
2019-07-01 11:19:00,task
2019-07-01 11:19:04,survey
2019-07-01 11:19:08,study
2019-07-01 11:19:12,task
2019-07-01 11:19:16,task
2019-07-01 11:19:20,task
2019-07-01 11:19:24,task
2019-07-01 11:19:28,study
2019-07-01 11:19:32,task
2019-07-01 11:19:36,is_task
2019-07-01 11:19:40,survey
2019-07-01 11:19:44,study
2019-07-01 11:19:48,task
2019-07-01 11:19:52,survey
2019-07-01 11:19:56,is_survey
2019-07-01 11:20:00,survey
2019-07-01 11:20:04,task
2019-07-01 11:20:08,is_task
2019-07-01 11:20:12,task
2019-07-01 11:20:16,survey
2019-07-01 11:20:20,is_study
2019-07-01 11:20:24,task
2019-07-01 11:20:28,is_survey
2019-07-01 11:20:32,survey
2019-07-01 11:20:36,is_survey
2019-07-01 11:20:40,task
2019-07-01 11:20:44,study
2019-07-01 11:20:48,study
2019-07-01 11:20:52,survey
2019-07-01 11:20:56,is_study
2019-07-01 11:21:00,survey
2019-07-01 11:21:04,is_task
2019-07-01 11:21:08,is_task
2019-07-01 11:21:12,task
2019-07-01 11:21:16,survey
2019-07-01 11:21:20,is_task
2019-07-01 11:21:24,survey
2019-07-01 11:21:28,is_survey
2019-07-01 11:21:32,task
2019-07-01 11:21:36,task
2019-07-01 11:21:41,task
2019-07-01 11:21:44,survey
2019-07-01 11:21:48,task
2019-07-01 11:21:52,is_study
2019-07-01 11:21:56,is_survey
2019-07-01 11:22:00,task
2019-07-01 11:22:04,is_study
2019-07-01 11:22:08,task
2019-07-01 11:22:12,survey
2019-07-01 11:22:16,survey
2019-07-01 11:22:21,study
2019-07-01 11:22:24,task
2019-07-01 11:22:28,study
2019-07-01 11:22:32,survey
2019-07-01 11:22:36,task
2019-07-01 11:22:40,study
2019-07-01 11:22:44,task
2019-07-01 11:22:48,is_task
2019-07-01 11:22:52,study
2019-07-01 11:22:56,study
2019-07-01 11:23:00,study
2019-07-01 11:23:04,study
2019-07-01 11:23:08,survey
2019-07-01 11:23:12,survey
2019-07-01 11:23:16,task
2019-07-01 11:23:20,survey
2019-07-01 11:23:24,is_study
2019-07-01 11:23:28,is_task
2019-07-01 11:23:32,task
2019-07-01 11:23:36,survey
2019-07-01 12:45:01,task
2019-07-01 12:45:04,is_survey
2019-07-01 12:45:08,is_task
2019-07-01 12:45:12,is_study
2019-07-01 12:45:16,study
2019-07-01 12:45:20,is_survey
2019-07-01 12:45:24,task
2019-07-01 12:45:28,survey
2019-07-01 12:45:32,is_survey
2019-07-01 12:45:36,task
2019-07-01 12:45:40,task
2019-07-01 12:45:44,task
2019-07-01 12:45:48,is_task
2019-07-01 12:45:52,task
2019-07-01 12:45:56,is_study
2019-07-01 12:46:06,is_study
2019-07-01 12:46:06,survey
2019-07-01 12:46:08,task
2019-07-01 12:46:12,task
2019-07-01 12:46:16,is_survey
2019-07-01 12:46:20,is_survey
2019-07-01 12:46:24,is_task
2019-07-01 12:46:28,is_study
2019-07-01 12:46:32,study
2019-07-01 12:46:36,study
2019-07-01 12:46:40,survey
2019-07-01 12:46:44,task
2019-07-01 12:46:48,survey
2019-07-01 12:46:52,survey
2019-07-01 12:46:56,is_study
2019-07-01 12:47:00,study
2019-07-01 12:47:04,is_task
2019-07-01 12:47:08,is_study
2019-07-01 12:47:12,survey
2019-07-01 12:47:16,study
2019-07-01 12:47:20,study
2019-07-01 12:47:24,survey
2019-07-01 12:47:28,survey
2019-07-01 12:47:32,is_study
2019-07-01 12:47:36,study
2019-07-01 12:47:40,is_study
2019-07-01 12:47:44,survey
2019-07-01 12:47:48,task
2019-07-01 12:47:52,task
2019-07-01 12:47:56,survey
2019-07-01 12:48:00,task
2019-07-01 12:48:04,study
2019-07-01 12:48:08,study
2019-07-01 12:48:12,task
2019-07-01 12:48:22,study
2019-07-01 12:48:22,survey
2019-07-01 12:48:24,study
2019-07-01 12:48:29,task
2019-07-01 12:48:32,is_study
2019-07-01 12:48:36,is_task
2019-07-01 12:48:40,task
2019-07-01 12:48:44,survey
2019-07-01 12:48:48,study
2019-07-01 12:48:52,is_study
2019-07-01 12:48:56,survey
2019-07-01 12:49:01,is_survey
2019-07-01 12:49:04,task
2019-07-01 12:49:08,is_survey
2019-07-01 12:49:12,task
2019-07-01 12:49:16,study
2019-07-01 12:49:20,is_study
2019-07-01 12:49:27,is_study
2019-07-01 12:49:28,study
2019-07-01 12:49:32,task
2019-07-01 12:49:36,task
2019-07-01 12:49:40,task
2019-07-01 12:49:44,task
2019-07-01 12:49:50,task
2019-07-01 12:49:52,study
2019-07-01 12:49:56,study
2019-07-01 12:50:00,is_task
2019-07-01 12:50:04,survey
2019-07-01 12:50:08,task
2019-07-01 12:50:12,is_study
2019-07-01 12:50:16,study
2019-07-01 12:50:20,is_task
2019-07-01 12:50:24,task
2019-07-01 12:50:28,survey
2019-07-01 12:50:32,is_study
2019-07-01 12:50:36,is_study
2019-07-01 12:50:40,is_survey
2019-07-01 12:50:44,task
2019-07-01 12:50:48,survey
2019-07-01 12:50:52,task
2019-07-01 12:50:56,survey
2019-07-01 12:51:00,study
2019-07-01 12:51:04,survey
2019-07-01 12:51:08,is_task
2019-07-01 12:51:12,survey
2019-07-01 12:51:17,task
2019-07-01 12:51:23,task
2019-07-01 12:51:25,task
2019-07-01 12:51:28,is_survey
2019-07-01 12:51:32,task
2019-07-01 12:51:36,task
2019-07-01 12:51:40,task
2019-07-01 12:51:44,task
2019-07-01 12:51:48,study
2019-07-01 12:51:52,study
2019-07-01 12:51:56,is_survey
2019-07-01 12:52:00,is_task
2019-07-01 12:52:04,is_task
2019-07-01 12:52:08,study
2019-07-01 12:52:12,task
2019-07-01 12:52:16,is_task
2019-07-01 12:52:20,task
2019-07-01 12:52:24,survey
2019-07-01 12:52:28,task
2019-07-01 12:52:32,task
2019-07-01 12:52:36,task
2019-07-01 12:52:40,is_study
2019-07-01 12:52:44,survey
2019-07-01 12:52:48,study
2019-07-01 12:52:52,study
2019-07-01 12:52:56,is_task
2019-07-01 12:53:00,is_survey
2019-07-01 12:53:04,is_task
2019-07-01 12:53:08,study
2019-07-01 12:53:12,study
2019-07-01 12:53:16,is_study
2019-07-01 12:53:20,task
2019-07-01 12:53:24,is_survey
2019-07-01 12:53:28,survey
2019-07-01 12:53:32,study
2019-07-01 12:53:36,is_task
2019-07-01 12:53:40,is_survey
2019-07-01 12:53:44,is_task
2019-07-01 12:53:48,survey
2019-07-01 12:53:52,study
2019-07-01 12:53:56,is_task
2019-07-01 12:54:00,task
2019-07-01 12:54:04,task
2019-07-01 12:54:08,task
2019-07-01 12:54:12,survey
2019-07-01 12:54:16,task
2019-07-01 12:54:20,study
2019-07-01 12:54:25,task
2019-07-01 12:54:28,study
2019-07-01 12:54:32,task
2019-07-01 12:54:36,task
2019-07-01 12:54:40,task
2019-07-01 12:54:44,study
2019-07-01 12:54:48,task
2019-07-01 12:54:52,survey
2019-07-01 12:54:56,is_survey
2019-07-01 12:55:00,is_study
2019-07-01 12:55:04,is_survey
2019-07-01 12:55:08,study
2019-07-01 12:55:12,is_survey
2019-07-01 12:55:16,is_study
2019-07-01 12:55:20,study
2019-07-01 12:55:24,is_task
2019-07-01 12:55:28,is_survey
2019-07-01 12:55:32,task
2019-07-01 12:55:36,study
2019-07-01 12:55:40,task
2019-07-01 12:55:44,survey
2019-07-01 12:55:48,study
2019-07-01 12:55:52,is_survey
2019-07-01 12:55:56,task
2019-07-01 12:56:00,study
2019-07-01 12:56:04,study
2019-07-01 12:56:08,task
2019-07-01 12:56:12,study
2019-07-01 12:56:16,is_study
2019-07-01 12:56:20,task
2019-07-01 12:56:24,study
2019-07-01 12:56:28,survey
2019-07-01 12:56:32,task
2019-07-01 12:56:36,study
2019-07-01 12:56:40,survey
2019-07-01 12:56:44,is_study
2019-07-01 12:56:48,survey
2019-07-01 12:56:52,survey
2019-07-01 12:56:56,study
2019-07-01 12:57:00,task
2019-07-01 12:57:04,study
2019-07-01 12:57:08,is_study
2019-07-01 12:57:12,task
2019-07-01 12:57:16,task
2019-07-01 12:57:20,task
2019-07-01 12:57:24,task
2019-07-01 12:57:28,is_task
2019-07-01 12:57:32,task
2019-07-01 12:57:36,task
2019-07-01 12:57:40,task
2019-07-01 12:57:44,survey
2019-07-01 12:57:48,is_task
2019-07-01 12:57:52,is_task
2019-07-01 12:57:56,study
2019-07-01 12:58:01,study
2019-07-01 12:58:04,study
2019-07-01 12:58:08,survey
2019-07-01 12:58:12,task
2019-07-01 12:58:16,is_task
2019-07-01 12:58:20,survey
2019-07-01 12:58:24,survey
2019-07-01 12:58:28,task
2019-07-01 12:58:32,study
2019-07-01 12:58:36,study
2019-07-01 12:58:40,survey
2019-07-01 12:58:44,study
2019-07-01 12:58:48,is_study
2019-07-01 12:58:52,survey
2019-07-01 12:58:56,is_survey
2019-07-01 12:59:00,is_study
2019-07-01 12:59:04,survey
2019-07-01 12:59:08,study
2019-07-01 12:59:12,is_task
2019-07-01 12:59:16,is_survey
2019-07-01 12:59:20,is_study
2019-07-01 12:59:24,survey
2019-07-01 12:59:28,task
2019-07-01 12:59:32,study
2019-07-01 12:59:36,survey
2019-07-01 12:59:40,survey
2019-07-01 12:59:44,study
2019-07-01 12:59:48,task
2019-07-01 12:59:52,study
2019-07-01 12:59:56,is_study
2019-07-01 13:00:00,study
2019-07-01 13:00:04,survey
2019-07-01 13:00:08,task
2019-07-01 13:00:12,is_study
2019-07-01 13:00:16,survey
2019-07-01 13:00:20,task
2019-07-01 13:00:24,is_task
2019-07-01 13:00:28,is_survey
2019-07-01 13:00:32,task
2019-07-01 13:00:36,study
2019-07-01 13:00:40,task
2019-07-01 13:00:44,study
2019-07-01 13:00:48,is_task
2019-07-01 13:00:52,is_survey
2019-07-01 13:00:56,is_study
2019-07-01 13:01:00,study
2019-07-01 13:01:04,task
2019-07-01 13:01:08,study
2019-07-01 13:01:12,task
2019-07-01 13:01:16,is_study
2019-07-01 13:01:20,study
2019-07-01 13:01:24,is_task
2019-07-01 13:01:28,is_survey
2019-07-01 13:01:32,task
2019-07-01 13:01:36,is_task
2019-07-01 13:01:40,is_survey
2019-07-01 13:01:44,task
2019-07-01 13:01:48,is_survey
2019-07-01 13:01:52,study
2019-07-01 13:01:56,is_task
2019-07-01 13:02:00,task
2019-07-01 13:02:04,survey
2019-07-01 13:02:08,study
2019-07-01 13:02:12,is_survey
2019-07-01 13:02:16,task
2019-07-01 13:02:20,survey
2019-07-01 13:02:24,study
2019-07-01 13:02:28,task
2019-07-01 13:02:32,task
2019-07-01 13:02:36,is_survey
2019-07-01 13:02:40,study
2019-07-01 13:02:44,study
2019-07-01 13:02:48,task
2019-07-01 13:02:52,task
2019-07-01 13:02:56,is_survey
2019-07-01 13:03:00,study
2019-07-01 13:03:04,survey
2019-07-01 13:03:08,task
2019-07-01 13:03:12,study
2019-07-01 13:03:16,is_task
2019-07-01 13:03:20,is_task
2019-07-01 13:03:24,is_task
2019-07-01 13:03:28,study
2019-07-01 13:03:32,survey
2019-07-01 13:03:36,survey
2019-07-01 13:03:40,task
2019-07-01 13:03:44,task
2019-07-01 13:03:48,study
2019-07-01 13:03:53,task
2019-07-01 13:03:56,task
2019-07-01 13:04:00,is_task
2019-07-01 13:04:04,study
2019-07-01 13:04:08,task
2019-07-01 13:04:12,survey
2019-07-01 13:04:16,is_survey
2019-07-01 13:04:20,task
2019-07-01 13:04:24,study
2019-07-01 13:04:28,is_study
2019-07-01 13:04:32,task
2019-07-01 13:04:36,is_survey
2019-07-01 13:04:40,task
2019-07-01 13:04:45,study
2019-07-01 13:04:48,is_task
2019-07-01 13:04:52,is_study
2019-07-01 13:04:56,task
2019-07-01 13:05:00,survey
2019-07-01 13:05:04,survey
2019-07-01 13:05:08,task
2019-07-01 13:05:12,survey
2019-07-01 13:05:16,is_survey
2019-07-01 13:05:20,survey
2019-07-01 13:05:24,task
2019-07-01 13:05:28,is_task
2019-07-01 13:05:32,study
2019-07-01 13:05:36,is_task
2019-07-01 13:05:41,task
2019-07-01 13:05:44,is_task
2019-07-01 13:05:48,task
2019-07-01 13:05:52,is_study
2019-07-01 13:05:56,is_task
2019-07-01 13:06:00,task
2019-07-01 13:06:06,task
2019-07-01 13:06:08,survey
2019-07-01 13:06:12,study
2019-07-01 13:06:16,is_task
2019-07-01 13:06:20,task
2019-07-01 13:06:24,task
2019-07-01 13:06:28,study
2019-07-01 13:06:32,study
2019-07-01 13:06:36,is_study
2019-07-01 13:06:41,is_study
2019-07-01 13:06:45,task
2019-07-01 13:06:48,task
2019-07-01 13:06:52,is_survey
2019-07-01 13:06:58,study
2019-07-01 13:07:00,survey
2019-07-01 13:07:04,survey
2019-07-01 13:07:08,task
2019-07-01 13:07:12,task
2019-07-01 13:07:16,task
2019-07-01 13:07:20,is_study
2019-07-01 13:07:24,survey
2019-07-01 13:07:28,is_survey
2019-07-01 13:07:32,study
2019-07-01 13:07:36,is_task
2019-07-01 13:07:40,survey
2019-07-01 13:07:44,study
2019-07-01 13:07:48,is_study
2019-07-01 13:07:52,study
2019-07-01 13:07:56,task
2019-07-01 13:08:00,is_task
2019-07-01 13:08:04,study
2019-07-01 13:08:08,task
2019-07-01 13:08:12,task
2019-07-01 13:08:16,is_task
2019-07-01 13:08:20,survey
2019-07-01 13:08:24,survey
2019-07-01 13:08:28,study
2019-07-01 13:08:32,task
2019-07-01 13:08:36,task
2019-07-01 13:08:41,study
2019-07-01 13:08:44,task
2019-07-01 13:08:48,is_task
2019-07-01 13:08:52,task
2019-07-01 13:08:56,task
2019-07-01 13:09:00,is_survey
2019-07-01 13:09:04,is_study
2019-07-01 13:09:08,study
2019-07-01 13:09:12,survey
2019-07-01 13:09:16,task
2019-07-01 13:09:20,study
2019-07-01 13:09:24,study
2019-07-01 13:09:28,task
2019-07-01 13:09:32,is_task
2019-07-01 13:09:36,is_task
2019-07-01 13:09:40,is_study
2019-07-01 13:09:44,task
2019-07-01 13:09:48,is_task
2019-07-01 13:09:52,task
2019-07-01 13:09:56,survey
2019-07-01 13:10:00,study
2019-07-01 13:10:04,survey
2019-07-01 13:10:08,study
2019-07-01 13:10:12,survey
2019-07-01 13:10:16,is_study
2019-07-01 13:10:20,is_survey
2019-07-01 13:10:24,survey
2019-07-01 13:10:28,is_survey
2019-07-01 13:10:32,is_task
2019-07-01 13:10:36,is_task
2019-07-01 13:10:40,is_study
2019-07-01 13:10:46,is_task
2019-07-01 13:10:48,task
2019-07-01 13:10:52,study
2019-07-01 13:10:56,task
2019-07-01 13:11:00,is_survey
2019-07-01 13:11:04,survey
2019-07-01 13:11:08,study
2019-07-01 13:11:12,task
2019-07-01 13:11:16,task
2019-07-01 13:11:20,study
2019-07-01 13:11:26,survey
2019-07-01 13:11:28,study
2019-07-01 13:11:32,study
2019-07-01 13:11:36,is_task
2019-07-01 13:11:40,study
2019-07-01 13:11:44,task
2019-07-01 13:11:48,is_task
2019-07-01 13:11:52,survey
2019-07-01 13:11:56,study
2019-07-01 13:12:00,is_task
2019-07-01 13:12:04,survey
2019-07-01 13:12:08,task
2019-07-01 13:12:12,survey
2019-07-01 13:12:16,study
2019-07-01 13:12:20,task
2019-07-01 13:12:25,study
2019-07-01 13:12:28,study
2019-07-01 13:12:32,task
2019-07-01 13:12:36,survey
2019-07-01 13:12:40,task
2019-07-01 13:12:44,is_task
2019-07-01 13:12:52,is_study
2019-07-01 13:12:53,is_survey
2019-07-01 13:12:56,task
2019-07-01 13:13:00,is_study
2019-07-01 13:13:04,task
2019-07-01 13:13:08,is_task
2019-07-01 13:13:12,is_study
2019-07-01 13:13:16,task
2019-07-01 13:13:20,task
2019-07-01 13:13:24,task
2019-07-01 13:13:28,task
2019-07-01 13:13:32,survey
2019-07-01 13:13:36,is_task
2019-07-01 13:13:40,survey
2019-07-01 13:13:44,is_task
2019-07-01 13:13:48,task
2019-07-01 13:13:52,task
2019-07-01 13:13:56,is_survey
2019-07-01 13:14:00,survey
2019-07-01 13:14:04,is_task
2019-07-01 13:14:08,is_survey
2019-07-01 13:14:12,task
2019-07-01 13:14:16,task
2019-07-01 13:14:20,task
2019-07-01 13:14:24,task
2019-07-01 13:14:28,task
2019-07-01 13:14:32,is_study
2019-07-01 13:14:36,survey
2019-07-01 13:14:40,survey
2019-07-01 13:14:44,study
2019-07-01 13:14:49,is_task
2019-07-01 13:14:52,is_task
2019-07-01 13:14:56,study
2019-07-01 13:15:00,task
2019-07-01 13:15:04,study
2019-07-01 13:15:08,task
2019-07-01 13:15:12,task
2019-07-01 13:15:16,task
2019-07-01 13:15:20,is_task
2019-07-01 13:15:24,task
2019-07-01 13:15:28,is_task
2019-07-01 13:15:32,survey
2019-07-01 13:15:36,survey
2019-07-01 13:15:40,task
2019-07-01 13:15:44,study
2019-07-01 13:15:48,is_survey
2019-07-01 13:15:52,study
2019-07-01 13:15:56,survey
2019-07-01 13:16:00,task
2019-07-01 13:16:04,is_survey
2019-07-01 13:16:08,task
2019-07-01 13:16:12,study
2019-07-01 13:16:16,task
2019-07-01 13:16:20,is_study
2019-07-01 13:16:24,is_survey
2019-07-01 13:16:28,task
2019-07-01 13:16:32,survey
2019-07-01 13:16:36,is_task
2019-07-01 13:16:40,is_task
2019-07-01 13:16:44,study
2019-07-01 13:16:48,study
2019-07-01 13:16:52,is_task
2019-07-01 13:16:56,is_survey
2019-07-01 13:17:00,is_task
2019-07-01 13:17:04,study
2019-07-01 13:17:08,is_study
2019-07-01 13:17:12,survey
2019-07-01 13:17:16,study
2019-07-01 13:17:20,study
2019-07-01 13:17:24,survey
2019-07-01 13:17:28,is_task
2019-07-01 13:17:33,is_task
2019-07-01 13:17:36,survey
2019-07-01 13:17:40,task
2019-07-01 13:17:44,survey
2019-07-01 13:17:48,task
2019-07-01 13:17:52,is_survey
2019-07-01 13:17:56,task
2019-07-01 13:18:00,survey
2019-07-01 13:18:04,survey
2019-07-01 13:18:08,task
2019-07-01 13:18:12,study
2019-07-01 13:18:16,is_study
2019-07-01 13:18:20,task
2019-07-01 13:18:24,task
2019-07-01 13:18:28,task
2019-07-01 13:18:32,task
2019-07-01 13:18:36,task
2019-07-01 13:18:40,is_survey
2019-07-01 13:18:44,is_task
2019-07-01 13:18:48,is_survey
2019-07-01 13:18:53,survey
2019-07-01 13:18:56,is_survey
2019-07-01 13:19:00,survey
2019-07-01 13:19:04,task
2019-07-01 13:19:08,study
2019-07-01 13:19:12,task
2019-07-01 13:19:16,task
2019-07-01 13:19:20,is_task
2019-07-01 13:19:24,task
2019-07-01 13:19:28,is_survey
2019-07-01 13:19:32,task
2019-07-01 13:19:36,study
2019-07-01 13:19:40,is_survey
2019-07-01 13:19:44,study
2019-07-01 13:19:48,task
2019-07-01 13:19:52,task
2019-07-01 13:19:56,survey
2019-07-01 13:20:00,is_task
2019-07-01 13:20:04,is_task
2019-07-01 13:20:08,study
2019-07-01 13:20:12,survey
